Key	Value
提升一个角色的心境	Nâng cao tâm cảnh của một nhân vật.
仪所宽广	Vẻ rộng rãi
添加新标签	Thêm thẻ mới
正在乐呵呵的修理建筑中	Đang vui vẻ sửa chữa kiến trúc
感知({0:P0})\n眼睛与耳朵受伤会影响该值，感知影响视野范围和精细工作的效率。	Cảm nhận ({0:P0})\nMắt và tai bị thương sẽ ảnh hưởng đến giá trị này, cảm nhận ảnh hưởng đến phạm vi tầm nhìn và hiệu quả công việc tinh tế.
新人模式下不能改变角色，请直接开始游戏。	Trong chế độ người mới không thể thay đổi nhân vật, vui lòng bắt đầu trò chơi trực tiếp.
尚未获得	Chưa nhận được
独门秘籍	Bí kíp độc môn
锻炼{0}中	Đang rèn luyện {0}
[color=#9e6404]相关工作：[/color]\n移除地板\n拆除建筑\n修理建筑\n移动和安装建筑\n建造建筑\n搬运建筑原料	[color=#9e6404]Công việc liên quan:[/color]\nGỡ bỏ sàn nhà\nTháo dỡ công trình\nSửa chữa công trình\nDi chuyển và lắp đặt công trình\nXây dựng công trình\nVận chuyển nguyên liệu công trình
增加参悟值	Tăng điểm tham ngộ
刚刚完成一次治疗，松了松疲惫肩膀	Vừa hoàn thành một lần trị liệu, thả lỏng vai mệt mỏi
丽	Đẹp
[{0}将{1}赠与你]	[{0} tặng bạn {1}]
离开{0}	Rời khỏi {0}
请输入标题	Vui lòng nhập tiêu đề
吃东西时好像在思考什么，一脸凝重	Khi ăn uống, dường như đang suy nghĩ gì đó, vẻ mặt nghiêm trọng
-灵胎	-Linh thai
请选择移动目的地	Vui lòng chọn điểm di chuyển đến
{0}[{7}]\n真炁:{8:N0}\n健康:{1:P0}\n心境:{6:N0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}[{7}]\nChân khí: {8:N0}\nSức khỏe: {1:P0}\nTâm cảnh: {6:N0}\nĐói: {2:N0}\nKhát: {3:N0}\nSinh lực: {4:N0}\nCảm xúc: {5:N0}
娱乐:{0}	Giải trí: {0}
仙人{0}经过无量劫难，度{1}重天劫，于天苍历{2}年{3}斩断尘缘，以{4}证得灵仙之境。	Tiên nhân {0} trải qua vô lượng kiếp nạn, độ {1} trọng thiên kiếp, vào năm {2} lịch Thiên Thương, cắt đứt trần duyên, chứng đắc linh tiên chi cảnh với {4}.
等级:{0}	Cấp độ: {0}
肉类	Thịt
赏雪	Thưởng tuyết
取消建造	Hủy xây dựng
单次上传的轮回者最多允许 20 个	Tối đa cho phép tải lên 20 người luân hồi mỗi lần
[color=#bf642f]掌管压力：{0}[/color]\n{1}	[color=#bf642f]Quản lý áp lực: {0}[/color]\n{1}
设置种植植物的生长程度	Thiết lập mức độ tăng trưởng của cây trồng
这几个势力凑在一起，似乎有点不对劲。不知是少了什么线索，还是想得太多了。	Các thế lực này tụ tập lại, dường như có điều gì đó không ổn. Không biết là thiếu manh mối hay nghĩ quá nhiều.
加载地图故事	Tải câu chuyện bản đồ
暮观日落	Ngắm hoàng hôn
尝试与这个单位交流。\n处事等级及对方对门派的好感度会影响交流结果，但也不是每件事都会直接告诉你。	Thử giao tiếp với đơn vị này.\nCấp độ xử lý và thiện cảm của đối phương với môn phái sẽ ảnh hưởng đến kết quả giao tiếp, nhưng không phải việc nào cũng sẽ được nói trực tiếp với bạn.
购买成功!谢谢大爷!	Mua thành công! Cảm ơn đại ca!
天气图鉴需要玩家遭遇对应天气来点亮。	Bách khoa thời tiết cần người chơi gặp thời tiết tương ứng để kích hoạt.
正惬意的享受自己的娱乐时间	Đang tận hưởng thời gian giải trí của mình
对象降阶	Đối tượng hạ cấp
不安	Bất an
的	Của
单次上传的建筑蓝图最多允许 20 个	Mỗi lần tải lên bản thiết kế kiến trúc tối đa chỉ cho phép 20 bản
被施法	Bị thi pháp
建筑蓝图	Bản vẽ công trình
获得秘籍：《{0}》 X {1}	Nhận được bí kíp: 《{0}》 X {1}
{0}{1}的{2}	{0}{1} là {2}
次	Lần
红布	Vải đỏ
精怪	Tinh quái.
获得信仰：{0:F0}	Nhận được tín ngưỡng: {0:F0}
随机	Ngẫu nhiên
心境:{0:N0} ({1}){2}\n心境会大幅度影响修炼相关行为的效率和成功率。	Tâm cảnh: {0:N0} ({1}){2}\nTâm cảnh ảnh hưởng lớn đến hiệu quả và tỷ lệ thành công của các hành vi liên quan đến tu luyện.
解锁新的隐秘：\n[align=center][color=#306BC7]{0}[/color][/align]	Mở khóa bí mật mới: \n[align=center][color=#306BC7]{0}[/color][/align]
退出成功，请重启游戏	Thoát thành công, vui lòng khởi động lại trò chơi
吞噬目标物品，以强大的的肉体将其精华提炼而出。吞噬能力与格物技能等级，消化系统的淬炼程度有关。\n目前最高可吞噬[color=#990000][my_property=BodyPractice_EatItemMaxRate|{0:F2}]阶[/color]的物品。	Nuốt chửng vật phẩm mục tiêu, sử dụng cơ thể mạnh mẽ để tinh luyện tinh hoa của nó. Khả năng nuốt chửng liên quan đến cấp độ kỹ năng cách vật và mức độ luyện hóa hệ tiêu hóa.\nHiện tại có thể nuốt chửng tối đa vật phẩm cấp [color=#990000][my_property=BodyPractice_EatItemMaxRate|{0:F2}][/color].
吼！	Gầm!
突破结束，正感慨大道难测	Kết thúc đột phá, đang cảm thán đạo lớn khó lường
减少一个神修的神性	Giảm một điểm thần tính của thần tu
自然奇景	Kỳ quan tự nhiên.
修行宝地	Bảo địa tu hành
触发对象组别	Kích hoạt nhóm đối tượng
消息	Tin nhắn
给角色添加Modify。	Thêm Modify cho nhân vật.
PayMgr-> 购买ID为{0}的商品成功	PayMgr-> Mua thành công sản phẩm có ID là {0}
选择一个金丹期或以上境界的内门弟子拜师。	Chọn một đệ tử nội môn đạt Kim Đan kỳ hoặc cao hơn để bái sư.
无法胜任这项工作!	Không thể đảm nhận công việc này!
入门	Nhập môn
评论长度超出限制	Độ dài bình luận vượt quá giới hạn
三面为墙	Ba mặt là tường
\n[color=#990000](主动释放时灵气穿透会提高到3倍)[/color]	\n[color=#990000](Khi kích hoạt chủ động, độ xuyên linh khí sẽ tăng lên gấp 3 lần)[/color]
[color=#FF0000]未指定专精[/color]\n	[color=#FF0000]Chưa chỉ định chuyên môn[/color]\n
健康值	Giá trị sức khỏe
凶兽	Hung thú
建造一个房间，并为每个角色分配床铺	Xây dựng một căn phòng và phân giường cho mỗi nhân vật
狭小	Chật hẹp
正心无旁骛的砍柴中	Đang tập trung chặt củi
受太玄天道影响，无法手动选择！	Bị ảnh hưởng bởi thiên đạo Thái Huyền, không thể tự chọn!
天劫	Thiên kiếp
在练习秘法之时，正觉得心烦意乱	Trong lúc luyện bí pháp, cảm thấy bực bội
其他装备	Trang bị khác
等轮回者	Chờ người luân hồi
正在准备工具，去执行手工作业	Đang chuẩn bị dụng cụ để thực hiện công việc thủ công
收获这个植物	Thu hoạch cây này
开心	Vui vẻ
从根本上增加固定值	Tăng giá trị cố định từ gốc
流拍	Không bán được
购买物资	Mua vật tư
吃东西呛了自己一口，正大声咳嗽	Ăn uống bị nghẹn, đang ho lớn
姓	Họ
门派恶名	Ác danh môn phái
<font color=#FF0000>地点不适合</font>	<font color=#FF0000>Địa điểm không phù hợp</font>
花费{0}灵石拍卖到以下道具：	Tiêu tốn {0} linh thạch để đấu giá được các đạo cụ sau:
{0}的利爪	Móng vuốt của {0}
防御成功: {0:P3}	Phòng thủ thành công: {0:P3}
正专心地垂钓	Đang tập trung câu cá
正在一脸埋怨的给伤员治疗	Đang điều trị vết thương với vẻ mặt trách móc
次数:{0}	Số lần:{0}
夺剑	Cướp kiếm
取消跟随当前目标	Hủy theo dõi mục tiêu hiện tại
轮回时状态	Trạng thái luân hồi
游戏 暂停/继续\n[keycode]GamePauseOrPlay[/keycode]	Trò chơi Tạm dừng/Tiếp tục\n[keycode]GamePauseOrPlay[/keycode]
键位的编码已被使用，请更换编码！	Mã hóa phím đã được sử dụng, vui lòng đổi mã hóa!
返回中	Đang quay lại
消耗9点香火值，清除所有天气并获得庇护。	Tiêu hao 9 điểm hương hỏa, xóa tất cả thời tiết và nhận được bảo hộ.
请选择一个空的墓地	Vui lòng chọn một ngôi mộ trống
能量值:{0}/{1}	Giá trị năng lượng: {0}/{1}
{0}\n目标阵营：{4}\n目标类型：{3}\n阵法中每人消耗灵气：{1:N0}点\n施法间隔：{2:F1}秒\n	{0}\nPhe phái mục tiêu: {4}\nLoại mục tiêu: {3}\nLinh khí tiêu hao mỗi người trong trận pháp: {1:N0} điểm\nKhoảng cách thi pháp: {2:F1} giây\n
秘体：{0}\n	Bí thể: {0}\n
CloudSave->开始打开存档:{0}	CloudSave-> Bắt đầu mở lưu tệp: {0}
{0}的秘体[{1}]发生变化：\n[color={4}]{2}重→{3}重[/color]	Bí thể của {0}[{1}] đã thay đổi:\n[color={4}]{2} tầng → {3} tầng[/color]
帽子	Mũ
技能关联:无	Kỹ năng liên quan: Không
精元容量:{0:F0}/{1:F0} ({2:F0}%)\n灵智碎片足够，而且精元容量已满的时候可以开启灵智。	Dung lượng tinh nguyên: {0:F0}/{1:F0} ({2:F0}%)\nĐủ mảnh linh trí và dung lượng tinh nguyên đã đầy thì có thể mở linh trí.
{0:N0}阶]	{0:N0} cấp]
沉睡	Ngủ say
背景故事 {0} 数据写入中...	Câu chuyện nền {0} đang ghi dữ liệu...
随机法宝	Pháp bảo ngẫu nhiên
征伐天下	Chinh Phạt Thiên Hạ
没有可以传授的秘籍或者参悟	Không có bí kíp hoặc tham ngộ nào có thể truyền thụ
内丹回灵速度:	Tốc độ hồi linh khí nội đan:.
初始化..	Khởi tạo...
此处已经有人占用，无法垂钓	Khu vực này đã có người chiếm dụng, không thể câu cá
正在返回主菜单	Đang trở về menu chính
  <font color=#00FF00>[绑定：{0}]</font>\n	  <font color=#00FF00>[Liên kết: {0}]</font>\n
{0}:{1}次\n	{0}:{1} lần\n
广为人知	Được biết đến rộng rãi
在移除工作时，正忍不住神游天外	Khi gỡ bỏ công việc, không kìm được mà thả hồn lên mây
PayMgr-> 找不到ID为{0}的商品信息	PayMgr-> Không tìm thấy thông tin sản phẩm có ID {0}
(已飞升)	(Đã phi thăng)
在拆地板时，正忍不住神游天外	Trong lúc tháo sàn, không kiềm chế được mà mơ màng
东西已经加工过，已失其用，我们并不需要了。	Đồ đã qua chế biến, đã mất công dụng, chúng tôi không cần nữa.
转弯速度 : {0:N0}度/秒	Tốc độ xoay: {0:N0} độ/giây
无效阵图，无法布阵	Trận đồ không hợp lệ, không thể bố trận
无法启智	Không thể khai trí.
积累50份耐储存的食物（烤肉/面饼/果脯）	Tích lũy 50 phần thực phẩm bảo quản lâu (thịt nướng/bánh mì/quả khô)
{1}{0:N2}/天	{1}{0:N2}/ngày
[color=#9e6404]相关工作：[/color]\n上床休养	[color=#9e6404]Công việc liên quan:[/color]\nLên giường nghỉ ngơi
炼制成功的丹药数量	Số lượng đan dược luyện chế thành công
炼制法宝结束，正感叹炼器之道博大精深	Hoàn thành luyện chế pháp bảo, cảm thán rằng đạo luyện khí thật bao la sâu sắc
取下置物台物品	Lấy vật phẩm khỏi kệ trưng bày
突破地点的灵气浓度对突破成功率的影响。	Nồng độ linh khí tại địa điểm đột phá ảnh hưởng đến tỷ lệ thành công.
搬运这个法宝并将其放置到阵法之中。	Di chuyển pháp bảo này và đặt nó vào trận pháp.
获得秘籍：{0} X {1}	Nhận được bí kíp: {0} X {1}.
中立角色	Nhân vật trung lập
移除工作不顺，觉得有点消沉	Tháo dỡ công việc không suôn sẻ, cảm thấy hơi chán nản
稍微利于	Hơi có lợi
[多个物体]	[Nhiều vật thể]
在工作之时，突觉莫名伤心	Trong lúc làm việc, bỗng cảm thấy buồn bã không rõ lý do
我们完成了{0}的任务，他们的长老表示感谢，并欠了我们人情。\n获得了{0}的{1}点人情。	Chúng ta đã hoàn thành nhiệm vụ của {0}, trưởng lão của họ bày tỏ lòng cảm ơn và còn nợ chúng ta một phần nhân tình.\nNhận được {1} điểm nhân tình của {0}.
熔炼	Nung chảy
核心信徒	Tín đồ cốt lõi
历世	Lịch thế.
观察{0}之后未能获得任何思绪碎片。	Quan sát {0} nhưng không thu được bất kỳ mảnh suy nghĩ nào.
刺眼	Chói mắt
结丹时的心境对丹品的影响。	Tâm trạng khi kết đan ảnh hưởng đến phẩm chất đan.
你保存了一个阵法配置，现在你可以通过阵枢角色身上的结阵按钮来进行结阵。	Bạn đã lưu một cấu hình trận pháp, bây giờ bạn có thể sử dụng nút kết trận trên nhân vật trụ cột trận để kết trận.
当前阵图有阵法配置，即将删除配套阵法，是否确定	Trận đồ hiện tại có cấu hình trận pháp, sắp xóa trận pháp đi kèm, có chắc chắn không
正邪倾向:\n正 {0:F0}  邪 {1:F0}\n正邪倾向会影响事件的选择和发展方向	Khuynh hướng chính tà:\nChính {0:F0}  Tà {1:F0}\nKhuynh hướng chính tà ảnh hưởng đến lựa chọn và hướng phát triển sự kiện
六境:合道	Lục cảnh: Hợp Đạo
正专心拆地板	Đang tập trung tháo sàn
上层界面可以控制子节点中的控件	Giao diện trên có thể điều khiển các thành phần trong nút con
需要建造小乾坤界才可打开小乾坤界空间。	Cần xây dựng Tiểu Càn Khôn Giới để mở không gian Tiểu Càn Khôn Giới.
无心修行，正想偷懒	Không có tâm trạng tu luyện, đang muốn lười biếng
CloudSave->开始解压	CloudSave->Bắt đầu giải nén
熔炼中	Đang luyện hóa.
[color=#9e6404]相关工作：[/color]\n收获植物\n种植植物	[color=#9e6404]Công việc liên quan:[/color]\nThu hoạch cây\nTrồng cây
教程	Hướng dẫn
{0} 所需的前置模组排序过低:{1}	Thứ tự mô-đun cần thiết cho {0} quá thấp: {1}
拜山	Bái sơn
使该植物着火。	Làm cây này cháy.
代理事件：{0}（可收集:{1}）	Sự kiện đại diện: {0} (Có thể thu thập: {1})
最近	Gần đây
选择建筑	Chọn công trình
规划一片药田，并将作物设定为灵仙草。	Quy hoạch một mảnh ruộng thuốc và đặt cây trồng là Linh Tiên Thảo.
停	Dừng
该物体没有灵气	Vật này không có linh khí
\n重生进度：{0}/{1}	\nTiến độ tái sinh: {0}/{1}
该角色不在弥留状态	Nhân vật này không ở trạng thái sắp chết
砍柴	Chặt củi
脱胎期	Kỳ thoát thai
语言文件丢失\nMissing Language Data\n	Tệp ngôn ngữ bị mất\nMissing Language Data\n
请选择一个要被吞噬的物体	Vui lòng chọn một vật thể để bị nuốt chửng
