Key	Value
[NAME]展示出在剑术之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。因[NAME]宗门已有《七杀剑诀》传承，此次优胜便选择了一颗天道神丹作为奖励。	[NAME] thể hiện sự hiểu biết vượt trội về đạo kiếm thuật, thuyết phục được nhiều người tham dự và giành ngôi đầu, danh tiếng vang dội. Vì tông môn của [NAME] đã có truyền thừa "Thất Sát Kiếm Quyết", lần này chiến thắng liền chọn một viên Thiên Đạo Thần Đan làm phần thưởng.
{0}决定采取文思之戒，号召世人不能以智慧作恶，否则将聪明反被聪明误。	{0} quyết định áp dụng giới văn tư, kêu gọi thế nhân không dùng trí tuệ làm điều ác, nếu không sẽ bị trí tuệ phản bội.
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。就在[NAME]准备放弃时，面前突然出现一片法力开辟的空间，里面放了数件宝光莹然的事物。	[NAME] tìm kiếm một hồi, nhưng không phát hiện gì.
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。无奈之下，只得作罢。	[NAME] vận khí chân, lặn sâu vào hồ nước, không ngờ càng xuống sâu, nước hồ càng lạnh, gần như thấu xương, không thể chịu đựng. Khi [NAME] chuẩn bị từ bỏ, trước mặt bỗng xuất hiện một không gian do pháp lực khai mở, bên trong chứa một số vật sáng bóng.
[NAME]想到门派并不需要这些东西，还是不要浪费时间了。	[NAME] vận khí chân, lặn sâu vào hồ nước, không ngờ càng xuống sâu, nước hồ càng lạnh, gần như thấu xương, không thể chịu đựng. Trong tình thế không còn cách nào, đành phải từ bỏ.
[NAME]虽仅有金丹修为，但其对术法一道的独到理解却折服在场诸多高人，最终被选为优胜，名动天下。	Mặc dù chỉ có tu vi Kim Đan, nhưng nhờ sự hiểu biết độc đáo về đạo thuật pháp, [NAME] đã thuyết phục được nhiều cao nhân tại đó, cuối cùng được chọn làm người chiến thắng, danh động thiên hạ.
真·昆仑法王	Chân·Côn Lôn Pháp Vương.
第%s年，以金丹修为于昆仑法会斗法优胜！	Năm thứ %s, với tu vi Kim Đan, giành chiến thắng tại Pháp Hội Côn Lôn trong lĩnh vực đấu pháp!
[NAME]展示出在术法之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。	[NAME] thể hiện sự hiểu biết vượt trội về đạo thuật pháp, thuyết phục được nhiều người tham dự và giành ngôi đầu, danh tiếng vang dội.
昆仑法王	Côn Lôn Pháp Vương.
第%s年，昆仑法会斗法优胜！	Năm thứ %s, giành chiến thắng tại Pháp Hội Côn Lôn trong lĩnh vực đấu pháp!
[NAME]虽然精通咒法之术，但是却在因心境波动而失手，最终遗憾出局。虽然如此，[NAME]也获益匪浅，并为宗门争取了不少名声。	[NAME] mặc dù tinh thông thuật chú pháp, nhưng lại mất tập trung do tâm cảnh dao động, cuối cùng tiếc nuối bị loại. Mặc dù vậy, [NAME] cũng gặt hái được nhiều lợi ích, đồng thời mang lại không ít danh tiếng cho tông môn.
[NAME]试图参与幽墟斗法，然而他在术法之道上的造诣不足，惨被淘汰。虽然无望仙缘，[NAME]依然在这个过程中感悟良多，获益匪浅。	[NAME] cố gắng tham gia đấu pháp U Hư, nhưng do kiến thức về đạo thuật pháp không đủ, bị loại thảm bại. Dù không đạt được tiên duyên, [NAME] vẫn cảm ngộ được nhiều điều và gặt hái không ít lợi ích.
{0}让众弟子围住神像，一起参拜。其他信徒纷纷前来围观。一个时辰之后，神迹展现。	{0} để các đệ tử vây quanh tượng thần, cùng nhau cầu nguyện. Các tín đồ khác lần lượt đến xem. Một canh giờ sau, thần tích xuất hiện.
[NAME]虽仅有金丹修为，但其对术法一道的独到理解却折服在场诸多高人，最终被选为优胜，名动天下。因[NAME]宗门已有《太上忘情道》传承，此次优胜便选择了一颗天道神丹作为奖励。	Mặc dù chỉ có tu vi Kim Đan, nhưng nhờ sự hiểu biết độc đáo về đạo thuật pháp, [NAME] đã thuyết phục được nhiều cao nhân tại đó, cuối cùng được chọn làm người chiến thắng, danh động thiên hạ. Vì tông môn của [NAME] đã có truyền thừa "Thái Thượng Vong Tình Đạo", lần này chiến thắng liền chọn một viên Thiên Đạo Thần Đan làm phần thưởng.
[NAME]展示出在术法之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。因[NAME]宗门已有《太上忘情道》传承，此次优胜便选择了一颗天道神丹作为奖励。	[NAME] thể hiện sự hiểu biết vượt trội về đạo thuật pháp, thuyết phục được nhiều người tham dự và giành ngôi đầu, danh tiếng vang dội. Vì tông môn của [NAME] đã có truyền thừa "Thái Thượng Vong Tình Đạo", lần này chiến thắng liền chọn một viên Thiên Đạo Thần Đan làm phần thưởng.
[NAME]并没有找到合适的修行种子。	[NAME] nghĩ rằng môn phái không cần những thứ này, vẫn là không nên lãng phí thời gian.
[NAME]亮出了自己门派的名号做宣传，可惜在%s并没有什么人知道这个门派，最终只有区区%s人表示希望加入宗门。	[NAME] đưa ra danh hiệu môn phái của mình để quảng bá, nhưng tiếc rằng tại %s không ai biết đến môn phái này, cuối cùng chỉ có vỏn vẹn %s người bày tỏ mong muốn gia nhập.
[NAME]亮出了自己门派的名号，引起了一些有心求仙之人的关注，大约有%s人表达了自己加入宗门的愿望。	[NAME] đưa ra danh hiệu môn phái của mình, thu hút một số người có tâm cầu tiên chú ý, khoảng %s người bày tỏ mong muốn gia nhập môn phái.
[NAME]亮出了自己门派的名号，在%s引起了小范围的轰动，最终有%s人表达了希望加入宗门的愿望。	[NAME] đưa ra danh hiệu môn phái của mình, gây ra một sự náo động nhỏ tại %s, cuối cùng có %s người bày tỏ mong muốn gia nhập môn phái.
[NAME]亮出了自己门派的名号，闻者无不蜂拥，[NAME]初步筛选后挑选了%s名有缘的弟子来宗门接受审核。	[NAME] đưa ra danh hiệu môn phái của mình, người nghe không ai không đổ xô đến, sau khi sàng lọc sơ bộ, [NAME] chọn ra %s người có duyên để đưa về môn phái kiểm tra thêm.
[NAME]亮出了自己门派的名号，%s全城沸腾了。无数求仙者蜂拥而至，[NAME]依靠神通才筛选出了%s名有缘人前往宗门进一步审核。	[NAME] đưa ra danh hiệu môn phái của mình, cả %s thành phố sôi động. Vô số người cầu tiên đổ xô đến, [NAME] nhờ vào thần thông mới chọn ra được %s người có duyên để đưa về môn phái kiểm tra thêm.
[NAME]离开了仙缘大会。	[NAME] rời khỏi Đại Hội Tiên Duyên.
[NAME]随意挑选了一条蜿蜒的小路深入地宫。[IT]一路深入，竟然接连找到许多宝物灵丹，甚至找到一柄宝光凌然的法宝。刚准备继续深入地宫，[NAME]突然感觉脑海中一阵撕裂般的疼痛，就此失去了意识。	[NAME] tùy ý chọn một con đường nhỏ quanh co để tiến vào địa cung. [IT] đi sâu vào, liên tiếp tìm thấy nhiều bảo vật linh đan, thậm chí phát hiện một pháp bảo tỏa sáng rực rỡ. Khi vừa định tiếp tục tiến sâu vào địa cung, [NAME] đột nhiên cảm thấy trong đầu nhức nhối như bị xé rách, lập tức mất đi ý thức.
[NAME]随意挑选了一条蜿蜒的小路深入地宫。[IT]机缘不错，竟然接连找到许多宝物和丹药。正当[NAME]兴致冲冲，准备继续深入地宫，突然感觉脑海中一阵撕裂般的疼痛，就此失去了意识。	[NAME] tùy ý chọn một con đường nhỏ quanh co để tiến vào địa cung. [IT] gặp được cơ duyên, liên tiếp tìm thấy nhiều bảo vật và đan dược. Đúng lúc [NAME] đang hào hứng, định tiếp tục tiến sâu vào địa cung, đột nhiên cảm thấy trong đầu nhức nhối như bị xé rách, lập tức mất đi ý thức.
[NAME]随意挑选了一条蜿蜒的小路深入地宫。[IT]刚刚进入一间密室，找到一些天材地宝时，突然感觉脑海中一阵撕裂般的疼痛，就此失去了意识。	[NAME] tùy ý chọn một con đường nhỏ quanh co để tiến vào địa cung. [IT] vừa bước vào một mật thất, tìm thấy một số thiên tài địa bảo thì đột nhiên cảm thấy trong đầu nhức nhối như bị xé rách, lập tức mất đi ý thức.
等[NAME]苏醒，已经倒在邪帝陵外一处无人的深山。仔细回想之下，[NAME]脑海中竟然浮现一门艰涩的功法。正是邪帝昔日纵横天下的《他化自在大法》。	Khi [NAME] tỉnh lại, đã nằm tại một vùng núi hoang vắng bên ngoài Lăng Tà Đế. Sau khi hồi tưởng lại, [NAME] phát hiện trong đầu mình xuất hiện một bộ công pháp khó hiểu. Chính là "Tha Hóa Tự Tại Đại Pháp" của Tà Đế khi xưa tung hoành thiên hạ.
[NAME]机缘不错，成功收集到了宝物。	[NAME] không muốn làm gì cả, vẫn là rời khỏi đây thôi.
[NAME]寻觅许久，却毫无线索。[IT]知道宝物有缘者得，无奈之下，只得作罢。	[NAME] có cơ duyên tốt, thành công thu thập được bảo vật.
等[NAME]苏醒，已经倒在邪帝陵外一处无人的深山，全身修为竟然大进。	Khi [NAME] tỉnh lại, đã nằm tại một vùng núi hoang vắng bên ngoài Lăng Tà Đế, toàn bộ tu vi đã tăng mạnh.
[NAME]不愿意趟这趟浑水，离开了邪帝陵。	[NAME] không muốn dính vào rắc rối này, rời khỏi Lăng Tà Đế.
[NAME]觉得还是不要为这种事浪费事件了。	[NAME] tìm kiếm lâu nhưng không có manh mối nào. [IT] biết bảo vật chỉ dành cho người có duyên, trong tình thế không còn cách nào, đành phải từ bỏ.
[NAME]虽然没找到什么有趣的地方，但也在山野之间别有感悟。	[NAME] cảm thấy vẫn là không nên lãng phí thời gian cho những chuyện như vậy.
这里实在太冷了，[NAME]尝试打坐却被彻骨寒意冻得无法入定，只能无奈离开。	[NAME] dù không tìm thấy gì thú vị, nhưng cũng có những cảm ngộ riêng giữa núi rừng.
[NAME]遁光飞快，瞬间抓到了宝物，趁众人尚未赶上，便离开此地。	[NAME] vận dụng độn quang nhanh chóng, chớp nhoáng lấy được bảo vật, trước khi mọi người kịp đuổi theo, liền rời khỏi nơi này.
[NAME]架起遁光靠近宝物，也许是机缘所致，宝物有灵竟然主动投向[NAME]而来，[NAME]大喜之下收起宝物，赶忙离开此地。	[NAME] dựng lên ánh sáng độn quang tiến gần bảo vật, có lẽ là cơ duyên dẫn dắt, bảo vật có linh tính tự động bay về phía [NAME]. [NAME] vui mừng thu hồi bảo vật, vội vàng rời khỏi nơi này.
[NAME]架起遁光靠近宝物，然而同时亦有多名修行者一起围了上来。[NAME]施展神通，压服众人。虽然受了些伤，但总算成功夺得了宝物。	[NAME] dựng lên ánh sáng độn quang tiến gần bảo vật, nhưng đồng thời cũng có nhiều tu sĩ khác vây quanh. [NAME] thi triển thần thông, áp chế mọi người. Dù bị thương một chút, nhưng cuối cùng cũng giành được bảo vật.
[NAME]架起遁光靠近宝物，然而同时亦有多名修行者一起围了上来。[NAME]施展神通，但却不敌他人，反而受伤甚重，只能铩羽而归。	[NAME] dựng lên ánh sáng độn quang tiến gần bảo vật, nhưng đồng thời cũng có nhiều tu sĩ khác vây quanh. [NAME] thi triển thần thông nhưng không địch lại người khác, ngược lại bị thương nặng, đành phải rút lui trong thất bại.
[NAME]架起遁光追逐，但是却跟不上宝物飞遁的速度，只能眼睁睁的看着宝物远去天边。	[NAME] dựng lên ánh sáng độn quang truy đuổi, nhưng không thể theo kịp tốc độ bay của bảo vật, chỉ có thể trơ mắt nhìn bảo vật biến mất ở chân trời.
伴随着归寂之地积累的千年时光气运逆转，魔帝付辟空运转《誊天书》，借东皇敕令洞开乾坤界。时隔无量岁月，两界终于再度开始归一。\n\n受大千世界天道影响，此界天道逐渐崩溃，所有修行者均随着天道崩溃而失去修为，修为高者越甚。修仙界因此陷入前所未有的混乱。\n\n然而这一切都与你们无关了，在这场混乱波澜方起之刻，你便率领门下弟子踏入归寂之地的时空门，紧跟付辟空的步伐前往了传说中的大千世界。\n\n仙路茫茫，未来福祸机缘究竟如何，一切犹未可知……	Cùng với nghìn năm khí vận tích lũy của Quy Tịch Chi Địa đảo ngược, Ma Đế Phụ Tịch Không vận hành 《Đăng Thiên Thư》, mượn lệnh của Đông Hoàng để mở ra Càn Khôn Giới. Sau vô lượng năm, hai giới cuối cùng lại bắt đầu hợp nhất một lần nữa. <br><br>Do chịu ảnh hưởng từ Thiên Đạo của Đại Thiên Thế Giới, Thiên Đạo ở giới này dần sụp đổ, tất cả tu sĩ đều mất đi tu vi theo sự sụp đổ của Thiên Đạo, người có tu vi cao càng bị ảnh hưởng nặng. Giới tu tiên vì thế rơi vào hỗn loạn chưa từng có. <br><br>Tuy nhiên, tất cả những điều này không liên quan đến các ngươi nữa. Trong thời khắc biến động hỗn loạn này, ngươi đã dẫn dắt đệ tử trong môn phái bước vào cánh cửa thời không của Quy Tịch Chi Địa, theo bước chân của Phụ Tịch Không tiến vào Đại Thiên Thế Giới huyền thoại. <br><br>Con đường tiên đạo mịt mờ, tương lai phúc họa cơ duyên ra sao, tất cả vẫn chưa thể biết trước…
